datetime,Vancouver,Portland,San Francisco,Seattle,Los Angeles,San Diego,Las Vegas,Phoenix,Albuquerque,Denver,San Antonio,Dallas,Houston,Kansas City,Minneapolis,Saint Louis,Chicago,Nashville,Indianapolis,Atlanta,Detroit,Jacksonville,Charlotte,Miami,Pittsburgh,Toronto,Philadelphia,New York,Montreal,Boston,Beersheba,Tel Aviv District,Eilat,Haifa,Nahariyya,Jerusalem
2016-07-30 14:00:00,289.21,287.99,287.6,287.0,295.38,293.83,302.64,301.93,291.93,292.82,299.07,302.3,301.99,295.9,293.09,297.98,295.49,297.22,297.44,299.81,294.5,303.81,300.67,304.02,293.88,292.83,299.87,298.36,294.77,298.86,303.69,306.47,309.15,310.16,309.15,306.41
2014-07-24 17:00:00,287.16,286.226666667,292.36,288.493333333,300.943333333,302.776666667,308.16,308.843333333,300.493333333,301.043333333,304.826666667,305.443333333,301.343333333,298.393333333,298.06,296.076666667,293.043333333,297.493333333,295.226666667,300.86,294.293333333,304.526666667,302.91,302.826666667,294.993333333,293.71,296.976666667,297.483426295,293.52,292.593333333,296.84,300.698357771,311.15,301.132521994,294.69,298.46
2015-05-18 02:00:00,287.356,290.807,286.140333333,290.473666667,288.840333333,288.207,293.773666667,295.507,288.807,283.773666667,298.807,296.057,300.057,294.290333333,289.590333333,295.740333333,291.240333333,298.107,297.990333333,298.257,294.923666667,297.407,297.173666667,299.173666667,295.557,285.890333333,295.357,294.83,290.606,284.773666667,288.78,294.73,290.206,293.956,287.28,291.373666667
2015-04-20 10:00:00,280.153666667,280.537,283.203666667,280.353666667,280.120333333,278.037,280.687,284.370333333,273.670333333,268.953666667,288.520333333,284.637,289.570333333,279.637,277.187,283.870333333,282.070333333,288.503666667,286.970333333,291.303666667,285.787,292.853666667,290.887,297.837,287.337,280.653666667,284.987,281.787,278.953666667,278.170333333,300.953666667,300.237,298.803666667,294.053666667,294.053666667,297.653666667
2016-03-24 10:00:00,280.510637705,281.51,282.59,279.48,285.65,283.54,284.27,284.88,275.44,266.99,285.787910244,283.20761157,293.121,277.807077166,272.01,290.468404203,277.599577354,290.369348018,289.723027397,286.931147803,275.513555848,287.157576035,284.134490864,296.379548585,283.49,271.354413831,280.564026135,279.158518726,267.883836627,277.148636137,296.109607984,301.121499861,299.730044352,298.420030496,298.420030496,300.853431198
2013-01-18 20:00:00,276.84,275.34,286.07,275.09,296.38,295.67,286.06,293.22,278.02,281.34,291.91,287.47,289.07,280.66,265.22,277.94,271.72,279.95,276.15,278.1,275.81,287.85,279.79,296.2,274.21,264.99,277.9,278.61,260.58,278.0,285.93,286.15,290.35,287.93,287.93,283.77
2017-03-19 03:00:00,280.93,281.59,288.23,278.92,290.68,288.14,300.51,300.75,291.41,290.0,294.86,295.43,295.26,285.19,272.34,279.78,277.25,281.2,276.91,288.48,275.6,291.98,286.78,292.04,274.57,273.66,274.72,275.51,268.15,274.15,283.91,287.63,285.21,288.15,288.15,287.71
2013-01-06 12:00:00,277.37,274.53,277.33,277.79,278.71,278.0,271.39,276.82,264.64,267.27,277.95,277.04,278.58,274.83,260.71,270.81,267.69,268.69,265.6,270.92,266.68,278.78,269.7,292.87,269.67,273.22,271.98,273.35,266.83,272.64,292.04,288.51,294.03,288.99,288.99,288.27
2016-10-12 10:00:00,276.082,276.732,283.232,276.732,280.132,281.832,280.032,286.732,277.732,275.482,293.949,294.099,293.424,291.074,282.049,288.899,290.074,288.024,287.174,280.549,282.674,295.599,280.999,298.824,278.082,284.432,278.174,282.074,280.932,283.174,300.999,301.999,300.549,298.174,298.174,297.849
2014-10-06 18:00:00,289.37,290.96,291.085,289.41,295.81,295.56,294.585,297.31,290.11,290.535,302.11,297.06,300.135,291.71,282.935,290.835,284.535,292.235,288.41,294.535,286.385,296.935,293.06,302.31,290.885,287.81,291.36,293.86,288.16,288.535,293.465,297.36,304.67,296.565,290.065,293.185
2013-06-13 00:00:00,290.47,290.05,293.48,290.63,297.2,294.28,311.58,314.83,309.43,307.88,296.64,306.5,304.17,305.47,296.58,303.89,299.82,303.42,299.9,302.42,298.69,302.25,300.19,301.02,296.3,294.28,297.77,296.98,286.15,287.09,288.511,294.59,297.53,294.26,294.26,290.8
2017-01-25 12:00:00,275.314,274.064,278.939,275.564,271.939,273.614,261.939,274.114,269.264,258.414,287.289,283.364,293.764,274.989,270.764,282.764,276.064,280.814,275.564,274.914,273.039,280.264,274.614,283.614,276.039,269.189,274.389,275.164,271.914,277.164,292.064,294.614,293.314,292.064,292.064,290.289
2016-04-15 08:00:00,280.96,280.41,283.51,281.64,288.04,286.88,290.88,293.41,287.44,281.31,287.73,286.42,289.33,285.44,284.92,285.94,280.31,287.61,279.03,286.26,275.43,292.43,281.52,296.87,279.39,275.49,275.01,276.95,272.91,274.73,293.774,296.93,297.17,292.15,292.15,296.89
2017-06-27 07:00:00,286.64,288.84,288.99,286.15,296.08,293.05,306.52,307.64,293.3,292.16,296.79,297.95,296.7,288.48,284.34,287.03,285.24,292.43,285.58,292.91,285.15,296.65,290.34,300.43,286.86,284.11,290.08,291.28,288.15,288.05,297.751,300.59,306.15,303.15,303.15,300.54
2016-08-03 16:00:00,288.22,290.43,290.63,287.98,298.47,299.8,306.48,304.3,293.99,299.84,302.79,307.28,305.67,302.67,302.09,300.48,303.2,303.42,303.34,301.69,304.16,303.205,298.39,304.82,301.63,300.33,298.36,297.73,296.07,299.08,305.605,307.39,307.355,310.37,300.855,306.86
2017-11-07 15:00:00,,276.85,,274.33,287.57,287.86,283.85,290.49,284.15,269.89,296.03,285.51,298.15,275.49,270.35,279.42,277.75,286.13,279.16,292.65,278.36,294.14,291.14,,276.15,278.15,280.82,,274.8,280.08,,,,,,
2016-10-31 13:00:00,280.927,283.252,286.252,282.602,281.052,286.152,281.077,289.202,280.227,285.502,286.802,290.402,285.502,285.052,279.752,285.102,282.052,286.202,279.352,284.577,275.402,288.477,286.827,298.002,280.227,273.002,277.602,278.677,271.977,279.402,297.077,298.002,299.152,298.727,298.727,296.902
2016-06-30 17:00:00,289.4,290.97,292.67,287.71,299.13,295.83,307.38,303.37,295.88,294.43,305.75,305.5,305.12,302.57,292.25,292.79,297.94,300.7,298.49,304.26,299.17,305.31,298.88,302.32,296.94,297.88,300.2,300.04,299.19,300.49,297.365,302.57,312.78,306.48,298.765,302.38
2016-12-20 11:00:00,275.32,281.66,275.89,281.61,281.8,284.07,272.21,284.37,268.5,277.55,279.16,270.83,275.59,267.16,271.15,261.78,264.64,263.91,262.81,277.27,261.54,284.66,274.99,295.04,263.13,263.3,264.23,264.07,261.25,264.24,284.167,287.15,287.31,284.34,284.51,287.63
2013-08-08 22:00:00,299.52,300.83,293.6,303.41,298.75,296.97,310.56,310.33,297.76,293.51,311.94,314.4,310.247,303.8,296.71,304.54,301.06,301.12,303.12,299.57,301.93,303.53,299.81,302.95,295.91,298.73,295.99,297.05,298.42,296.39,290.982,299.15,293.134,295.734,296.984,291.734
2016-09-27 22:00:00,291.85,296.52,306.41,291.56,306.71,295.8,304.26,304.54,292.91,299.57,297.05,297.33,301.26,299.83,285.59,298.36,292.44,297.57,295.62,298.93,293.26,300.955,298.56,295.9,293.67,292.36,293.97,295.72,289.84,292.57,288.855,299.07,295.605,302.04,298.605,299.31
2014-07-18 06:00:00,290.89,290.05,289.62,290.03,292.17,291.35,307.41,304.19,294.53,289.91,298.72,292.42,299.9,291.88,290.86,291.7,290.73,292.37,286.58,292.8,287.82,297.73,292.46,299.46,287.09,286.64,289.41,291.18,288.64,289.84,296.426,301.54,300.66,299.26,297.37,295.776
2014-04-04 16:00:00,280.79,281.16,283.73,280.57,285.72,285.37,286.48,290.27,279.39,276.87,289.32,285.37,291.64,277.19,273.06,279.43,277.94,290.12,281.9,293.89,277.18,299.26,294.75,300.13,287.26,275.32,281.14,278.56,275.68,280.88,291.701,292.39,291.684333333,290.434333333,290.434333333,292.46
2015-10-22 06:00:00,283.79,286.48,287.87,284.53,291.6,291.1,290.91,289.09,278.23,280.12,296.87,295.66,296.03,291.06,277.17,291.06,288.88,286.75,289.0,282.62,291.48,294.32,279.8,299.02,287.49,284.81,282.28,284.85,279.35,284.52,292.402,298.59,297.92,298.54,294.15,299.01
2015-06-04 10:00:00,283.788,281.364,284.897333333,286.180666667,285.364,285.414,285.730666667,286.864,286.364,282.380666667,295.530666667,295.380666667,295.580666667,293.214,288.880666667,290.564,286.297333333,287.764,284.897333333,291.197333333,286.730666667,296.397333333,289.447333333,295.947333333,288.297333333,282.547333333,286.264,282.188,280.288,281.564,302.888,299.588,301.888,294.338,294.338,298.680666667
2013-08-15 18:00:00,293.0065,295.7365,294.91,294.15,297.2365,295.1815,309.15,310.25,299.373,296.223,307.97,302.4115,309.15,293.8115,296.83,294.723,292.573,295.723,293.15,299.15,294.15,305.15,297.3615,303.923,290.8,292.773,294.15,294.45,292.1215,296.15,299.632,301.15,308.15,297.573,298.223,298.423
2016-11-05 12:00:00,282.5,285.15,282.73,285.26,287.73,285.99,287.07,288.39,281.21,277.65,293.14,290.69,293.8,283.39,276.44,278.31,279.84,278.56,274.86,282.64,278.16,291.66,277.5,292.82,273.99,280.13,275.81,276.99,275.79,272.06,296.061,296.59,297.69,299.54,299.32,296.54
2014-10-27 17:00:00,281.77,281.499,287.182333333,281.349,287.532333333,288.249,287.549,294.949,288.515666667,280.540666667,298.815666667,298.174,300.015666667,297.924,288.682333333,296.632333333,291.540666667,297.724,296.132333333,298.715666667,286.832333333,300.382333333,296.149,301.690666667,289.649,282.557333333,288.507333333,287.26,284.3,285.765666667,289.946,296.47,302.17,296.617,288.242,291.699
2014-10-25 23:00:00,283.15,285.835666667,289.502333333,285.994,296.619,297.319,299.719,303.852333333,294.935666667,291.219,301.352333333,300.869,299.485666667,294.477333333,285.160666667,293.069,288.152333333,293.002333333,291.869,292.385666667,286.894,293.494,291.269,297.435666667,288.885666667,285.819,289.760666667,291.0,284.14,286.710666667,285.595,291.47,287.37,294.27,285.12,286.810666667
2017-06-01 06:00:00,286.97,290.69,288.52,287.04,290.4,289.57,300.47,302.68,287.46,288.43,292.87,296.74,296.98,291.13,282.53,291.6,286.27,290.65,288.02,293.58,286.26,296.0,290.62,301.3,286.29,286.88,291.36,289.07,286.45,287.59,291.803,295.59,299.15,294.96,295.07,295.54
2017-11-03 06:00:00,,280.42,,278.54,290.15,288.49,290.29,292.49,280.06,273.36,295.9,294.48,297.04,280.86,274.42,285.87,281.14,293.38,289.89,288.24,284.6,289.65,284.85,,289.77,284.9,286.73,,288.8,288.99,,,,,,
2016-12-02 23:00:00,281.02,280.86,290.83,281.9,290.72,292.24,284.71,288.44,279.63,272.3,289.15,289.46,288.34,280.15,272.72,278.43,276.59,282.16,276.65,284.48,275.85,287.98,283.32,298.4,275.15,276.73,280.15,281.81,275.8,279.72,284.108,286.15,282.708,292.833,292.833,286.15
2016-06-27 22:00:00,298.07,302.99,304.76,300.25,306.06,301.48,314.75,315.21,303.63,305.64,306.18,308.02,303.96,306.69,295.49,307.17,302.34,296.75,304.55,306.39,305.36,303.75,302.6,302.65,303.02,303.84,298.18,299.15,299.74,297.81,293.9,300.22,304.15,303.15,298.5,300.22
2013-10-11 05:00:00,282.06,280.15,286.19,284.43,284.94,287.15,286.15,286.65,275.15,274.55,295.3,292.15,295.66,303.15,289.88,285.15,288.15,285.4,280.15,289.15,281.8,289.75,291.15,299.45,284.15,282.95,288.63,288.53,279.71,284.81,291.426,295.15,290.05,296.45,297.9,292.0
2016-11-10 04:00:00,283.55,285.89,289.17,285.77,297.01,297.91,291.68,295.02,280.59,282.3,290.29,287.78,291.61,281.55,283.21,278.43,279.25,281.75,277.9,285.75,277.35,290.96,281.59,294.6,278.32,274.84,281.36,282.76,273.1,281.81,283.739,291.53,290.58,298.639,298.639,291.64
2016-02-25 23:00:00,285.75,287.662628006,292.296526464,286.486691218,298.475843367,298.412705011,293.339632509,297.914053461,284.252999435,279.357584146,292.930322957,285.354040267,292.1395,277.354614788,272.1567784,276.409955679,274.06586168,276.961869535,273.35,280.94,272.36750014,288.73,280.776493766,292.15,273.065863406,270.96,277.096482663,277.28,273.23,282.068221106,283.199,285.37,285.199,291.674,291.674,285.31
2015-10-31 04:00:00,284.47874112,288.48,293.25,286.28,295.51,293.88,291.52,292.47,281.15,276.5,297.72,292.08,296.88,281.15,281.69,284.76,282.44,284.3,280.15,283.45,281.26,292.698809524,280.56,298.599880952,280.51,275.693530661,278.87,280.481333333,274.428528827,278.53,284.743141033,290.418766851,287.100072503,295.517197219,295.517191003,290.259837226
2016-04-28 19:00:00,288.05,287.53,293.34,287.54,292.33,288.77,289.24,295.24,291.41,276.04,299.85,300.79,302.25,288.52,278.81,293.6,282.72,301.05,293.4,300.99,281.44,303.86,302.08,302.22,284.48,280.16,281.98,286.61,279.59,287.19,288.782,293.74,299.15,298.15,293.182,293.55
2012-12-31 10:00:00,274.71,275.37,277.26,275.48,279.06,280.49,275.25,279.44,268.24,265.12,272.64,271.89,274.54,269.23,255.72,266.19,264.38,268.94,266.3,272.72,269.55,276.48,272.63,285.48,270.13,266.22,272.73,271.92,263.82,270.59,299.82,292.47,292.655,290.2,290.2,289.5
2017-11-08 17:00:00,,280.56,,280.23,289.65,288.98,287.55,293.14,281.61,273.41,285.15,280.84,288.64,278.75,273.34,280.99,278.05,286.06,281.17,288.33,279.48,298.14,281.45,,279.4,280.15,281.73,,276.47,279.48,,,,,,
2014-10-05 01:00:00,290.05,294.066333333,296.666333333,291.333,301.633,299.999666667,298.783,302.283,292.466333333,287.216333333,296.283,292.716333333,292.483,282.816333333,278.533,280.283,282.483,282.466333333,279.399666667,284.916333333,279.966333333,292.549666667,284.549666667,299.566333333,278.249666667,281.049666667,283.633,287.77,284.16,289.049666667,287.299,291.82,286.899,294.544,284.049,287.866333333
2017-06-15 10:00:00,285.55,286.0,287.32,284.35,291.31,287.98,296.34,295.54,289.77,287.73,298.58,299.09,298.06,293.93,290.95,293.0,293.93,296.4,292.86,294.59,293.48,295.36,293.79,298.28,293.89,289.15,289.87,289.58,282.47,284.87,301.073,301.04,304.66,302.34,302.23,300.93
2016-07-22 16:00:00,290.95,289.68,291.01,288.7,301.55,299.96,308.53,309.93,299.78,302.52,304.34,306.9,305.49,304.48,303.44,296.91,300.47,305.61,300.63,301.48,304.45,305.86,303.86,304.76,295.71,303.33,304.29,303.27,300.94,304.99,303.286,304.49,313.15,310.37,299.936,304.23
2017-07-07 03:00:00,296.21,301.4,299.81,298.74,301.11,296.05,314.56,315.82,304.14,299.29,302.05,300.88,301.05,299.85,300.62,300.0,301.36,296.67,297.22,296.95,297.23,301.13,297.52,301.81,293.16,296.64,294.82,295.14,296.47,294.37,296.113,299.26,299.15,299.15,299.15,299.37
2014-04-07 12:00:00,281.16,280.64,284.89,283.06,286.04,284.83,287.5,287.27,276.39,275.06,281.53,282.19,284.65,280.3,277.0,282.15,276.86,285.51,280.28,282.47,275.1,292.41,281.42,298.0,281.02,276.0,275.74,277.24,276.63,278.09,297.856,296.66,298.731,291.731,291.731,296.49
2017-03-08 01:00:00,276.72,280.88,287.69,277.9,293.23,291.15,291.11,295.44,286.36,282.01,292.58,289.08,291.6,287.49,278.96,285.29,281.66,285.9,281.19,288.25,280.76,293.16,292.34,295.82,285.15,282.77,288.16,281.88,276.95,280.81,279.61,285.15,284.16,289.86,289.86,285.15
2015-01-21 00:00:00,280.01,277.688,285.413,279.338,286.9755,287.238,282.438,289.488,277.8505,272.5005,293.8505,289.288,290.9005,279.438,271.938,278.3755,273.988,283.8255,278.013,287.1755,269.163,288.1755,286.9755,294.738,272.538,263.6255,272.8505,271.135,257.95,272.9255,277.035,284.66,282.91,285.735,275.035,278.5755
2016-08-13 11:00:00,292.1,291.29,286.68,289.74,291.53,293.95,302.04,300.62,286.43,286.21,297.76,298.09,299.69,292.8,289.67,296.82,296.23,297.02,298.18,296.17,297.79,299.823,296.51,301.48,296.45,296.61,298.54,299.03,286.72,295.14,305.723,307.87,306.423,307.04,300.173,307.84
2016-02-23 22:00:00,283.28,287.492817002,292.042490728,285.567389444,299.961468531,297.527417974,288.067394095,294.060284042,275.334432402,275.895264584,288.32,279.41,289.65,282.48,276.29,282.31,278.43,286.64,282.47,284.9,278.252276945,297.45,281.15,298.25,283.606627658,272.81,276.4,275.17,265.9,276.226889809,279.728,284.82,282.303,290.628,290.628,284.82
2017-09-13 00:00:00,293.62,303.5,301.58,297.03,301.17,298.4,311.35,314.95,302.16,303.59,306.94,300.88,303.04,297.66,299.65,295.8,294.67,290.76,293.35,290.69,293.26,301.94,294.78,303.74,292.59,294.14,294.48,296.13,294.45,295.26,290.324,297.15,298.524,301.224,301.224,297.15
2014-03-06 20:00:00,279.62,283.74,289.57,285.83,293.2,293.49,292.93,296.88,287.15,286.89,288.97,284.19,287.63,284.15,270.3,279.82,271.74,283.15,277.15,277.14,268.94,284.48,277.15,296.97,276.15,267.28,272.54,271.48,263.9,271.49,285.875666667,290.15,288.742333333,290.375666667,290.375666667,290.15
2015-02-28 16:00:00,279.495,277.423666667,284.457,278.390333333,282.490333333,283.840333333,279.573666667,284.565333333,269.740333333,259.882,278.073666667,272.898666667,280.390333333,266.273666667,258.132,267.357,259.448666667,271.823666667,263.957,277.965333333,260.957,288.123666667,272.607,300.507,265.048666667,263.707,265.215333333,263.648,264.05,266.432,284.126,286.07,287.27,288.076,281.795,287.165333333
2017-02-18 12:00:00,277.061,278.161,283.886,278.661,281.386,282.511,280.111,285.511,271.936,270.161,280.386,285.936,288.111,283.261,272.936,283.061,280.286,281.411,280.661,280.886,278.036,283.961,275.686,288.311,276.611,275.186,269.686,271.186,264.261,271.636,285.186,288.036,285.111,286.361,286.361,284.886
2016-01-22 00:00:00,282.064830787,283.34,289.09,283.35,294.85,293.1,287.11,293.48,280.1,274.38,290.44,278.02,286.9,269.93,267.02,269.15,268.7,275.15,267.05,280.51,269.53,288.3,277.17,294.78,267.07,268.27,271.9,272.069522676,265.214297957,270.13,277.298510595,282.284083045,281.170270905,290.718399164,290.718399164,282.22
2014-04-10 21:00:00,285.33,289.17,295.68,286.1,298.64,298.85,303.98,308.13,299.2,292.82,304.12,301.6,300.53,291.19,288.66,300.0,290.69,297.34,296.21,296.79,293.07,297.35,296.12,298.03,293.82,290.5,291.8,289.06,287.82,287.72,285.0125,288.03,287.0625,290.9375,290.9375,287.57
2014-07-05 01:00:00,289.73,298.75,293.65,293.38,299.64,298.7,310.4,308.84,302.11,294.34,302.76,304.31,297.27,298.66,296.95,297.15,295.58,300.7,295.19,297.58,294.77,299.83,297.48,300.48,291.18,294.41,294.41,295.39,293.74,291.31,291.839,297.86,304.15,297.489,298.189,292.539
2014-08-30 11:00:00,287.9,286.741,288.991,287.107666667,289.841,287.174333333,288.224333333,294.657666667,285.657666667,279.357666667,295.357666667,296.474333333,296.457666667,292.041,291.591,298.041,295.424333333,294.974333333,295.557666667,296.241,294.991,298.807666667,293.641,300.741,292.774333333,292.474333333,288.341,287.47,289.29,289.874333333,306.187,305.53,312.17,307.15,307.15,304.407666667
2013-10-07 01:00:00,289.66,286.277,293.75,287.15,299.71,295.802,294.15,294.905,288.277,287.85,292.68,294.777,293.68,303.15,280.81,289.027,286.802,290.3675,284.15,292.66,289.35,299.19,291.68,298.15,296.15,291.15,293.15,293.08,285.42,288.64,284.219,290.15,284.15,290.877,293.752,283.002
2014-11-20 01:00:00,278.97,275.734333333,288.809333333,278.767666667,287.867666667,287.717666667,280.551,286.234333333,273.051,273.676,286.242666667,281.884333333,287.717666667,269.626,265.842666667,273.476,270.642666667,278.417666667,271.284333333,273.117666667,272.859333333,277.942666667,274.426,292.376,274.259333333,272.917666667,269.759333333,271.39,268.01,273.359333333,284.587249542,289.889695431,287.585225434,291.743918782,282.68851269,286.659333333
2016-12-11 09:00:00,275.1,279.15,282.26,278.03,288.39,288.25,279.81,284.91,274.89,276.14,283.29,282.65,287.95,277.31,263.71,276.15,269.35,268.9,270.86,272.22,268.34,285.86,268.16,295.54,267.72,265.8,270.0,268.99,260.07,263.77,286.55,290.15,286.86,287.36,287.52,290.15
2017-07-22 22:00:00,293.55,304.78,303.07,301.38,302.62,298.4,313.51,312.33,305.65,302.82,311.15,310.08,306.26,309.99,304.02,311.59,302.24,309.15,304.62,299.64,301.96,296.57,307.65,304.03,296.59,296.58,302.64,302.82,298.15,300.61,295.322,299.15,306.15,300.372,300.372,299.15
2017-04-20 18:00:00,284.54,284.15,291.14,283.51,294.02,293.65,297.32,300.78,293.11,288.58,299.89,298.88,301.42,290.16,279.95,299.14,292.85,300.35,296.61,300.15,287.74,299.98,298.97,299.93,294.55,278.57,294.15,290.22,281.18,287.57,289.764,292.66,301.22,292.15,292.15,292.63
2012-12-11 11:00:00,276.79,281.2,284.92,278.71,283.35,282.3,276.37,282.04,262.49,262.26,279.35,273.69,284.46,266.44,261.68,271.31,272.61,285.43,277.44,289.43,277.78,290.01,287.32,296.14,285.7,276.8,280.98,280.99,272.38,280.58,297.59,293.83,294.715,291.71,291.71,291.94
2014-01-22 17:00:00,277.32,276.17,282.06,278.96,288.16,288.88,285.32,289.34,275.25,273.93,287.4,282.12,287.7,271.29,257.78,269.6,260.24,266.35,261.01,269.26,260.03,278.4,271.95,289.3,259.68,257.19,261.12,261.71,255.44,261.64,282.247,289.51,294.15,286.78,286.94,283.318
2013-02-06 17:00:00,280.16,280.26,283.5,280.47,285.01,284.54,284.64,289.99,279.12,281.06,295.75,292.59,295.08,282.36,270.54,278.26,270.82,285.8,272.21,285.29,268.5,290.24,286.47,297.7,272.04,267.11,273.39,271.93,262.05,270.32,289.13,292.15,293.1,291.69,291.69,288.44
2017-10-11 06:00:00,280.89,280.41,286.76,281.36,291.84,289.73,289.15,296.67,279.84,277.65,291.02,286.48,293.16,280.62,276.62,284.3,289.65,296.35,292.17,293.82,288.25,298.02,296.15,300.28,291.56,286.63,291.16,290.21,285.45,286.83,292.352,294.15,294.15,291.56,291.62,294.15
2016-12-08 23:00:00,271.33,272.44,287.3,275.48,291.42,291.06,283.92,292.16,275.75,263.5,279.31,274.94,281.16,269.48,267.65,271.15,267.25,274.7,268.21,279.81,270.04,290.83,280.33,297.89,269.66,271.95,276.89,277.07,273.47,275.73,279.151,284.71,288.15,290.726,290.726,284.76
2016-07-05 02:00:00,292.18,292.49,294.02,290.3,296.48,293.85,311.07,313.17,292.62,298.32,304.22,303.28,302.33,297.68,296.64,296.41,295.7,297.51,295.05,302.57,295.02,302.32,299.76,302.24,293.86,294.4,293.6,294.93,296.91,295.57,295.066,299.86,294.866,303.15,298.866,299.95
2014-12-24 06:00:00,279.27,282.948,284.9605,280.8355,280.873,280.9355,272.223,277.3105,268.323,262.1605,280.8855,278.048,281.3855,275.173,273.948,277.7605,277.173,286.9355,279.3355,287.7355,277.648,293.4855,281.5855,297.7105,279.398,278.6605,280.448,280.45,275.1,280.9855,282.43,286.07,287.17,282.15,282.15,284.8355
2015-12-03 12:00:00,280.57,276.7552617,279.224313019,282.093169989,284.685610195,284.055806898,275.452355629,278.680403215,269.528791026,273.610781055,275.805144204,275.974215781,278.692471225,270.296258843,268.443173943,273.497469829,273.645099127,274.656102635,270.690574442,278.216074105,274.7,287.15,279.441134693,296.03,273.93199806,275.75,280.876923717,280.23,275.8,281.062159689,287.668,292.7,295.03,290.15,290.15,292.75
2017-04-18 19:00:00,286.69,288.15,290.38,286.02,294.42,293.53,299.91,302.65,296.15,292.86,298.9,298.02,295.69,295.86,288.95,297.28,296.82,296.9,296.93,298.49,289.95,300.48,293.88,300.6,293.15,279.58,291.65,289.9,280.83,284.68,290.027,292.77,299.61,292.15,292.15,292.67
2015-09-06 23:00:00,289.16,288.27,303.44,288.76,303.41,301.7,307.62,310.78,302.63,301.67,309.45,309.1,306.65,306.32,300.76,306.15,304.94,302.75,304.34,300.48,302.35,300.72,301.15,301.1,301.56,302.36,298.79,299.87,302.14,297.34,291.77,297.97,295.52,300.62,300.62,298.07
2016-06-16 04:00:00,286.68,284.17,286.49,284.86,289.45,285.55,300.37,304.95,290.34,293.74,299.69,301.84,300.62,299.6,291.83,300.74,299.33,293.2,293.57,295.37,292.51,299.642,295.36,299.55,294.1,290.9,292.04,295.03,286.32,289.89,293.042,298.27,292.292,300.93,296.992,298.4
2015-12-09 06:00:00,280.679692617,288.9,285.01,284.27,289.45,286.02,283.71,284.49,281.31,279.58,284.56,285.94,285.71,278.63,275.22,283.5,281.04,281.1,280.15,277.27,278.24,287.32,278.25,295.28,275.36,277.920232594,272.99,274.552943789,273.742290218,275.38,277.434195402,281.697328778,282.419369369,280.088033856,280.088033856,282.783414864
2013-03-13 16:00:00,279.27,281.4705,282.085,283.41,284.3205,284.0905,282.4305,287.535,278.7005,272.4955,288.7755,285.2105,286.96,274.6555,269.14,276.385,273.305,279.22,272.9305,280.825,275.05,290.0955,289.545,298.53,275.5455,276.47,285.75,281.2305,279.675,281.3555,296.8355,300.45,298.4255,291.9855,292.04,296.9105
2015-11-10 17:00:00,276.12938961,278.51,281.75,277.6,285.5,288.63,281.66,288.78,282.36,285.82,294.58,292.44,294.77,286.31,284.5,284.48,284.59,288.15,280.39,286.89,281.37,294.97,291.05,302.93,284.76,281.500312635,287.79,286.874655022,282.80155739,284.22,289.132826087,293.117350717,295.523510976,290.320088657,290.320088657,293.261710798
2016-03-16 16:00:00,277.59,280.22,284.61,278.38,290.35,290.06,288.11,291.19,283.67,276.71,295.65,292.01,296.2,282.14,278.65,287.48,283.91,292.15,286.5,297.04,286.61,300.29,297.88,300.15,291.31,278.34,288.94,287.57,279.02,282.43,287.005,290.01,294.21,287.15,287.15,289.97
2016-06-28 01:00:00,299.21,301.35,302.74,299.25,303.24,299.58,315.28,314.67,300.37,301.8,304.76,300.69,303.39,302.86,294.27,303.72,296.74,296.66,300.81,298.89,299.3,300.01,296.11,300.53,298.7,298.42,295.2,296.05,297.13,295.52,294.515,299.47,298.015,302.59,298.315,299.49
2014-02-19 21:00:00,278.72,279.75,289.8,279.6,291.95,290.07,298.66,297.81,292.12,285.87,300.97,292.61,298.4,287.55,276.43,283.66,279.13,291.61,279.49,292.43,280.15,299.3,296.14,299.15,279.53,276.97,278.34,277.91,274.65,275.4,280.87,286.62,289.63,287.745,279.195,285.15
2015-05-06 03:00:00,283.691,282.026,287.351,283.026,287.176,286.576,295.051,294.651,285.501,280.476,293.751,296.776,296.526,296.176,291.276,294.651,283.351,293.826,294.126,293.451,283.676,294.601,292.726,295.826,292.501,282.201,294.876,293.604555923,285.841,286.201,287.141,290.341,286.841,290.341,283.491,288.426
2015-11-08 07:00:00,280.14,284.439034415,283.288170545,282.697770656,287.38,286.438056291,281.695354605,288.34,275.81178044,273.941726348,287.45,283.72,285.98,277.13,277.5,275.99,273.85,282.15,275.92,285.28,275.14,296.18,286.15,299.82,276.75,276.13,282.73,282.81,275.46,280.81,293.015,295.15,294.12,292.15,292.15,295.15
2017-05-06 12:00:00,280.34,279.43,283.15,279.59,288.64,289.15,295.75,296.53,285.59,283.42,283.91,284.52,285.88,285.29,279.02,285.89,280.15,279.48,280.15,280.7,279.14,285.34,283.61,291.65,279.15,278.75,289.61,288.69,281.82,286.52,298.595,296.59,304.66,298.55,298.32,296.53
2017-08-16 19:00:00,291.65,294.52,292.92,294.04,296.28,295.98,305.64,306.79,300.14,294.03,307.64,305.58,307.65,301.14,295.69,303.29,303.65,303.75,303.47,304.45,300.39,306.72,304.7,305.71,301.0,296.17,302.16,302.06,294.8,301.4,298.248,301.15,309.38,300.948,300.948,301.15
