Entry ID,travelerNames,gender,birthDate,deathDate,birthPlace,deathPlace,parents,sources,eventsIndex,mentionedNamesWithEntryID,mentionedNamesWithNoEntryID,IDmatchesForMentionedNamesWithEntryID,entryOrigin,originEntryID,originEntryName
1027,Edward Coke,Male,1719,1753,,,Thomas Coke (later 1st E. of Leicester);Margaret Tufton,"Brown 1921,de Brosses 1880,James, Coke,Moore 1985,Pomfret Corr.,Pomfret jnl. MSS,Sani 1988,SP 98/39-46,Spence Letters,Wal.Corr.","1914,1915,1916,1917,1918",George Shelvocke;Arthur Villettes;Lady Pomfret;Horace Walpole;Lady Mary Coke;3rd Earl of Stafford,Rosalba Carriera;Princess of Francavilla;Prince of Francavilla;Charles de Brosses,"4332,4928,3919.1,4974,1030,4486",From the Dictionary,,
1028,Edward Coke,Male,,,,,,,,Sir Henry Maynard,,3251,From the Dictionary,,
1029,George Lewis Coke,Male,1715,1750,,,"Thomas Coke of Melbourne, Derby.",,1919,,J.L. Pasteur;Antonio David,,From the Dictionary,,
1030,"Mary (Campell), Lady Coke",Female,1726,1811,,,2nd D. of Argyll [S];Jane Warburton,"Coke Letters,Wal.Corr.",1920,"Horace Mann;Lord Huntingdon;Duke of Cumberland;George Nassau Clavering Cowper, 3rd Earl Cowper","Lady Dalkeith;Ferdinand I, Duke of Parma;Maria Theresa of Austria;Lady Strafford;Peter Leopold, Grand Duke of Tuscany 1765-1790;Maria Luisa of Spain, Holy Roman Empress and Grand Duchess of Tuscany;Van Dyck;Guido Reni","3169,2588,1235,1164",From the Dictionary,,
1031,Robert Coke,Male,1702,1750,,,Edward Coke of Holkham,,"1921,1922",Edward Coke,,1026,From the Dictionary,,
1032,Thomas Coke,Male,1697,1759,,,Edward Coke of Holkham,"AVR SA,Coke accts.MSS,Haskell and Penny,James, Coke,Michaelis 1882,Moore 1985","1923,1924,1925,1926,1927",Dr Thomas Hobart;Edward Jarret;John Alexander;William Kent;Joseph Smith;Matthew Brettingham;Henry Trench,Andrea Procaccini;Rosalba Carriera;Luigi Garzi;Tomasso Chiari;Luigi Vanvitelli;Sebastiano Conca;Luti;Biscioni;Trevisani;Apostolo Zeno;Bernardo Trevisani;Solimena;Signor Giacomo,"2449,2660,48,2754,4417,565,4831",From the Dictionary,,
1033,Thomas William Coke,Male,1754,1842,,,"Wenman Roberts, afterwards Coke, of Longford, Derby","Bell, Banks,Clark/Bowron,Moore 1985,Stirling, Coke of Norfolk,Townley MSS,Wal.Corr.","1928,1929,1930,1931,1932","Thomas Kerrich;Martin Folkes Rishton;Countess of Albany;Horace Walpole;Lady Mary Coke;Francis Rawdon;Lord Mountmorres;Jenkins;Thomas Banks;Charles Stuart, the Young Pretender","Batoni;Heygate;Clement XIV, Pope;Sir Robert Keith;Countess of Leicester","2764,4096,40,4974,1030,4036,3468,2680,222,898",From the Dictionary,,
1034,Dr John Colbatch,Male,1664,1748,,,,,"1933,1934,1935,1936,1937","Algernon, Earl of Hertford",,2377,From the Dictionary,,
1035,Christian Cole,Male,,,,,,"Brown 1921,Horn 1,Manchester, Court and Society,Sani 1985,Shrewsbury Jnl.,SP 99/57-63","1938,1939,1940,1941,1942",Joseph Smith;John Bourchier;John Scudamore;Thomas Frankland;Richard Tighe;4th Earl of Manchester,Rosalba Carriera;Maratti;Giuseppe Ghezzi;Pellegrini;Lord Dartmouth;Sebastiano Ricci;Niccolo Cassana;Calrevaris;Niccolo Tron,"4417,515,4275,1833,4768,3158",From the Dictionary,,
1036,"John Willoughby, Viscount Cole",Male,1768,1840,,,1st E. of Enniskillen [I];Anne Lowry,"ASV IS 758-781,Canning letters MSS,Carr letters MSS","1943,1944,1945,1946,1947",Sir Robert Waller;Sir William Hamilton;Alexander Day;Emma Hamilton,,"4968,2219,1342,2205",From the Dictionary,,
1037,Hon. William Willoughby Cole,Male,1736,1803,,,1st B. Mount-Florence [I],ASV IS 758-781,"1948,1949",William Tisdal,,4778,From the Dictionary,,
1038,Capt. Cole,Male,,,,,,SP 85/14-16,,Robert Yarde,,5273,From the Dictionary,,
1039,John Colebrooke,Male,,,,,,Brown 1921,,Robert Furnese,,1872,From the Dictionary,,
1040,Robert Colebrooke,Male,1718,1784,,,"James Colebrooke, London banker","Burl.Mag.,Spence Letters","1950,1951,1952,1953,1954",Joseph Spence,Rosalba Carriera,4469,From the Dictionary,,
1041,Colebrooke,Male,,,,,,SP 85/14-16,1955,,Stosch,,From the Dictionary,,
1042,Mrs Coleby,Female,,,,,,Martin jnl. MSS,,Mrs Lewin;James Martin,,"2937,3208",From the Dictionary,,
1044,"Henry Hare, 3rd Baron Coleraine",Male,1693,1749,,,"Hon. Hugh Hare of E. Betchworth, Surr.","Brown 1921,DNB,Fleming, Adam,Nichols, Lit. Anecdotes,SP 85/14-16","1956,1957,1958,1959,1960,1961",Conyers Middleton;John Clerk;Henrietta Rosa Peregrina,Marchese Scipione Maffei,"3310,986,1044.1",From the Dictionary,,
1044.1,Henrietta Rosa Peregrina,Female,1745,,Crema,,"Henry Hare, 3rd Baron Coleraine",,1962,"Henry Hare, 3rd Baron Coleraine",,1044,Extracted from narrative,1044,
1045,"John Hanger, 2nd Baron Coleraine",Male,1743,1794,,,1st B. Coleraine [I],,"1963,1964",Elizabeth Bridget Armitstead,,119,From the Dictionary,,
1046,Coles,Male,,,,,,Home list MSS,,,,,From the Dictionary,,
1047,John Collet,Male,,1788,,Genoa,,"ASG/GM 12,Genoa cons.corr. MSS,Pembroke Papers 1,Riviere 1964,Wal.Corr.","1965,1966",James Holford;W.D. Poyntz;Hugh Barron;Lord Herbert;Gen. James Murray;Rev. William Gunn;Joseph Brame;Mr Lee,,"2469,3961,262,2363,3492,2152,552,2880",From the Dictionary,,
1048,Collet,Male,,,,,,"Gazz.Tosc.,Thorpe letters MSS",,Hendrick;Duchess of Kingston,,"2352,2782",From the Dictionary,,
1049,Giles Collier,Male,,,,,,ASV IS 758-781,,,,,From the Dictionary,,
1050,William Collier,Male,,,,,,ASV IS 758-781,,,,,From the Dictionary,,
1051,Collier,Male,,,,,,HMC Stuart,,,,,From the Dictionary,,
1052,George Collings,Male,1669,1712,Exeter,Leghorn,,"Chetham jnl.MSS,Leghorn Inscr.",1967,Humphrey Chetham,,917,From the Dictionary,,
1053,Lt. Francis Collins,Male,,,,,,,1968,,,,From the Dictionary,,
1054,George Collins,Male,1752,,,,,AVR SA,1969,,,,From the Dictionary,,
1055,John Collins,Male,,,,,,"Baillie, Household Bk.,CP,Farington jnl.MSS,Lepper 1950,Newdigate MSS,Patch 1940,SP 98/19-37,Spence Anecdotes","1970,1971",Anna Maria Collins;Willoughby Bertie;Lord Middlesex;Sir Roger Newdigate;Patch;'Pandolfo' Collins,"Dr Cocchi;Giraldi;Cosimo III, Grand Duke of Tuscany","398.1,398,3305,3552,3762,1055.2",From the Dictionary,,
1055.1,Mrs Collins,Female,,,,,,,1972,Anna Maria Collins;John Collins,,"398.1,1055",Extracted from narrative,1055,
1055.2,'Pandolfo' Collins,Male,,,,,,,,John Collins;Patch,,"1055,3762",Extracted from narrative,1055,
1056,John Collins,Male,,,,,,DNB,1973,,3rd Duke of Ancaster;Marquess of Exeter,,From the Dictionary,,
1057,Richard Collins,Male,1755,1831,,,,,"1974,1975,1976,1977",George Cumberland,Richard Cumberland,1234,From the Dictionary,,
1058,Rev. Thomas Collins,Male,,,,,,,1978,"Charlotte, Vcts. Bolingbroke",3rd Viscount Bolingbroke,479,From the Dictionary,,
1059,Collins,Male,,,,,,"ASV IS 758-781,Gazz.Tosc.",,Coltrick;Doun;Pigot,,"1067,1453,3864",From the Dictionary,,
1060,Charles Collinson,Male,,,,,,,,John Cator,,854,From the Dictionary,,
1061,Collinson,Male,,,,,,ASV IS 758-781,,Walker,,4960,From the Dictionary,,
1062,Timothy Collopy,Male,,,Limerick,,,"AVR SA,Thorpe letters MSS","1979,1980,1981,1982,1983",Hugh Primrose Dean;James Forrester;Mr Kingsman,Father Walsh;Mme Tenducci,"1346,1792,2780",From the Dictionary,,
1063,Charles Collyer,Male,1755,1830,,,"Daniel Collyer, merchant, high sheriff of London 1749, and of Wroxham, Norf.","ASV IS 758-781,Bolton, Soane,Jones Memoirs,Moore 1985","1984,1985,1986,1987",Ralph Winter;Edward Roger Pratt;Henry Bankes;John Strange;John Soane,,"5187,3964,220,4584,4447",From the Dictionary,,
1064,Francis Colman,Male,1690,1733,,Pisa,,"Brown 1921,Horn 1,Lewis 1961,Sani 1985,SP 85/14-16,SP 98/19-37,Spence Anecdotes,Wal.Corr.","1988,1989,1990,1991,1992,1993",Owen Swiney;William Hoare;Joseph Spence;Bubb Dodington;Caroline Colman;Mary Gumley;George Colman,Stosch;Rosalba Carriera;Dr Cocchi;G.F. Handel;Tom Osborne;Senesino,"4657,2446,4469,1421,1064.3,1064.1,1064.2",From the Dictionary,,
1064.1,Mary Gumley,Female,,,,,John Gumley;Susan White,,1994,Caroline Colman;Francis Colman;George Colman,,"1064.3,1064,1064.2",Extracted from narrative,1064,
1064.2,George Colman,Male,1732,1794,,,Francis Colman;Mary Gumley,,,Caroline Colman;Francis Colman;Mary Gumley,,"1064.3,1064,1064.1",Extracted from narrative,1064,
1064.3,Caroline Colman,Female,,,,,Francis Colman;Mary Gumley,,,George Colman;Francis Colman;Mary Gumley,,"1064.2,1064,1064.1",Extracted from narrative,1064,
1065,Colman,Male,,,,,,ASV IS 782-83,1995,Mrs Colman;First Daughter of Colman;Second Daughter of Colman,,"1065.1,1065.2,1065.3",From the Dictionary,,
1065.1,Mrs Colman,Female,,,,,,,1996,Colman;First Daughter of Colman;Second Daughter of Colman,,"1065,1065.2,1065.3",Extracted from narrative,1065,
1065.2,First Daughter of Colman,Female,,,,,Colman;Mrs Colman,,,Colman;Mrs Colman;Second Daughter of Colman,,"1065,1065.1,1065.3",Extracted from narrative,1065,
1065.3,Second Daughter of Colman,Female,,,,,Colman;Mrs Colman,,,Colman;Mrs Colman;First Daughter of Colman,,"1065,1065.1,1065.2",Extracted from narrative,1065,
1066,William Colt,Male,,,,,,,,,,,From the Dictionary,,
1067,Coltrick,Male,,,,,,,,Collins,,1059,From the Dictionary,,
1068,Richard Combe,Male,,,,,,"ASV IS 758-781,Badminton MSS,Black 1992",,Richard Woodward;Richard Phelps;Andrew Archer;John Anderson,,"5216,3844,108,75",From the Dictionary,,
1069,William Combe,Male,1741,1823,,,,DNB,"1997,1998",Sterne,,4528,From the Dictionary,,
1070,Hon. Charles Compton,Male,1698,1755,,,4th E. of Northampton,"Brown 1921,HMC Stuart,McKay 1986","1999,2000,2001,2002,2003,2004",Dr James Hay;Sir George Brown;Hon. George Compton;Lord James Compton,,"2321,627,1073,1074",From the Dictionary,,
1072,"Elizabeth (Betty), Lady Compton",Female,1760,1835,,,7th E. of Northampton;Anne Somerset,,2005,"Charles, 7th Earl of Northampton;Elizabeth, Duchess of Beaufort",,"3603,324",From the Dictionary,,
1073,Hon. George Compton,Male,1692,1758,,,4th E. of Northampton,"Brown 1921,McKay 1986","2006,2007,2008,2009,2010,2011",Dr James Hay;Charles Compton,,"2321,1070",From the Dictionary,,
1074,Lord James Compton,Male,1687,1754,,,4th E. of Northampton,"Black 1992,Brown 1921,McKay 1986,SP 99/57-63","2012,2013,2014",Dr James Hay;Mr J. Digges;Broughton,Lord Northampton;Princess Mary of Carignan,"2321,1396,621",From the Dictionary,,
1075,William Compton,Male,1732,1812,,,Edward Compton,Morrison,2015,Sir William Hamilton;George Graves;Mrs Compton;Son of William Compton,,"2219,2070,1075.1,1075.2",From the Dictionary,,
1075.1,Mrs Compton,Female,,,,,,,2016,William Compton;Son of William Compton,,"1075,1075.2",Extracted from narrative,1075,
1075.2,Son of William Compton,Male,,,,,William Compton;Mrs Compton,,,William Compton;Wife of William Compton,,"1075,1075.1",Extracted from narrative,1075,
1076,Compton,Male,,,,,,ASV IS 224,,,,,From the Dictionary,,
1077,C. Congleton,Male,,,,,,Byres MSS,,Colin Morison;James Byres,,"3436,747",From the Dictionary,,
1078,Conisay,Male,,,,,,Assheton list MSS,,,,,From the Dictionary,,
1079,Fr. James Connell,Male,,1814,Ireland,Rome,,,"2017,2018,2019",Fr John Thorpe,Monsignor Rinucci,4760,From the Dictionary,,
1080,Thomas Conolly,Male,1734,1803,,,William Conolly,,"2020,2021,2022,2023",,Mengs;Alessandro Galilei,,From the Dictionary,,
1081,William Conolly,Male,,1754,,,Patrick Conolly of London,"SP 85/14-16,SP 98/19-37","2024,2025,2026",Mr Wright;Arthur Pond;George England,Stosch;P.L. Ghezzi,"5241,3921,1611",From the Dictionary,,
1082,Charles Conry,Male,,,,,,"Andrich,Brown 1921",,,,,From the Dictionary,,
1083,John Constable,Male,,,,,,"Dennistoun,Ruvigny",,"James Stuart, the Pretender;Henry Benedict Stuart, Duke of York;Charles Stuart, the Young Pretender;John Hay",Hans Sloane,"2648,2356,898,2323",From the Dictionary,,
1084,"Sir Marmaduke, 4th Bt. Constable",Male,1682,1747,,,"Sir Philip Mark Constable of Everingham Park, Yorks","Hughan,Lewis 1961,Macnaghten,SP 98/19-37,SP 99/57-63,Spence Letters",,"Towneley;Charles Radclyffe;Samuel Haynes;Samuel Crisp;Mr Constable;6th Earl of Salisbury;James Stuart, the Pretender",Stosch;Mr Goddard,"4802,4015,2337,1208,1085,4222,2648",From the Dictionary,,
1085,Marmaduke William Constable,Male,,1819,,,William Haggerston-Constable-Maxwell,"Anon.jnl.MSS 1784,Thorpe letters MSS",2027,Father Thorpe;Duchess of Albany,Lady Winny,"4760,4606",From the Dictionary,,
1086,William Constable,Male,1721,1791,,,Cuthbert Constable (formerly Tunstall) of Burton Constable,"ASN CRA 1277       ,AVR SA,Byres letters MSS C,CL,Clark/Bowron,Pattison letters MSS,Thorpe letters MSS,Wal.Corr.","2028,2029,2030",Sir Thomas Haggerston;James Byres;Edward Howard;Horace Mann;Gen. James Pattison;Sir William Hamilton;Father Thorpe;Winefred Constable;Philip Wickstead;James Nevay;Gavin Hamilton;W. Fleetwood;William Squire;Lady Anne Clifford;Charles Walter,Maron;Piranesi;Volpato;Ducros;Batoni;Giustiniani;Gen. Shuvalov;Johann Anton Pichler;Domenico Cunego,"2176,747,2540,3169,3771,2219,4760,1086.1,5108,3543,2207,1752,4481,3134,4983",From the Dictionary,,
1086.1,Winefred Constable,Female,1731,1774,,,Cuthbert Constable (formerly Tunstall) of Burton Constable,,,Horace Mann;Gen. James Pattison;Sir William Hamilton;Father Thorpe;William Constable,Maron;Piranesi;Johann Anton Pichler,"3169,3771,2219,4760,1086",Extracted from narrative,1086,
1087,Constable,Male,,,,,,SP 98/19-37,,John Constable;Henry Fermor;Edward Bird,,"1083,1693,422",From the Dictionary,,
1088,William Constable-Maxwell,Male,,,,,William Haggerston-Constable-Maxwell,"Swinburne, Courts,Thorpe letters MSS",2031,Father Thorpe;Charles Plowden;Henry Swinburne;Poyntz,,"4760,3898,4655,3961",From the Dictionary,,
1089,George Constantine,Male,,,,,,,,Brutus Browne,,641,From the Dictionary,,
1090,Hon. Edward Seymour Conway,Male,1757,1785,,,1st E. of Hertford (later 1st M. of Hertford);Isabella Fitzroy,"Assheton list MSS,Berry Jnls.,Hall jnl. MSS,Parkinson jnl.MSS,Ramsay jnl. MSS,Wal.Corr.","2032,2033,2034,2035",Dr John Parkinson;William Assheton;Frederick North;Blackett;Mary Berry;Col. Charles O'Hara;Ramsay;George Seymour Conway;Robert Berry;Agnes Berry,Bingley;Gen. Henry Conway,"3741,141,3598,443,392,3651,4027,1093,393,392.1",From the Dictionary,,
1091,"Francis Seymour Conway, 2nd Baron Conway",Male,1718,1794,,,1st B. Conway,"Sinclair jnl.MSS,Wal.Corr.","2036,2037,2038,2039,2040",Horace Walpole;George Montagu;George Sinclair;4th Earl of Sandwich;Walter Bowman;Lord Beauchamp;Gray,Prince Colonna,"4974,4634,4366,4238,532,313,2083",From the Dictionary,,
1093,Hon. George Seymour Conway,Male,1763,1848,,,1st E. of Hertford (later 1st M. of Hertford);Isabella Fitzroy,"Hall jnl. MSS,Wal.Corr.","2041,2042,2043,2044,2045,2046,2047,2048",Edward Seymour Conway;Sir James Hall,,"1090,2188",From the Dictionary,,
1094,Hon. Henry Seymour Conway,Male,1719,1795,,,1st B. Conway,Wal.Corr.,"2049,2050,2051,2052,2053,2054,2055,2056,2057",Horace Walpole;Horace Mann;Lord Stormont;Francis Seymour Conway,Dr Cocchi,"4974,3169,4571,1091",From the Dictionary,,
1095,John Conyers,Male,1717,1775,,,Edward Conyers,"Burl.Mag.,Michaelis 1882,Pomfret jnl. MSS","2058,2059,2060,2061,2062",Lady Pomfret;4th Earl of Carlisle;Ayres,Ficoroni,"3919.1,803,166",From the Dictionary,,
1096,Miss Mary Conyers,Female,,,,,"Edward Conyers of Copt Hall, Essex","Newdigate MSS,Parker letters MSS",,Sir Roger Newdigate;Charles Parker;John Strange,Fabrini,"3552,3728,4584",From the Dictionary,,
1097,William Conyers,Male,,,,,,ASV IS 758-781,,,,,From the Dictionary,,
1099,Benjamin Cook,Male,,,,,,ASF SE 2741,,Robert Bowes;Thomas Munglar;Capt. William Francis,,"530,3476,1829",From the Dictionary,,
1100,Miles Cook,Male,,,,,,Brown 1921,,,,,From the Dictionary,,
1101,Cook,Male,,,,,,"AVR SA,de Brosses 1880,Dilettanti MSS,Gascoigne jnl. MSS,GM,HMC Charlemont,O'Connor 1983,SP 99/57-63,SP 105/309-321,Sutton 1956,Wicklow MSS",,Richard Phelps;Lord Charlemont;Joshua Reynolds;Sir Thomas Kennedy;Lord Charles Somerset;William Harvey;Lord Stafford;Lord Holderness;Horace Mann,Princess Borghese,"3844,897,4067,2747,4451,2295,4486,2467,3169",From the Dictionary,,
1102,Alexander Cooke,Male,1697,1757,,,"Sir George Cooke, 3rd Bt. of Wheatley and Aldwick, Yorks","Brown 1921,Rawlinson jnl. MSS","2063,2064,2065",Richard Rawlinson;John Kearney,,"4040,2723",From the Dictionary,,
1103,Bryan Cooke,Male,1684,1734,,,"Sir George Cooke of Wheatley and Aldwick, Yorks",Brown 1921,"2066,2067,2068",,,,From the Dictionary,,
1104,G. Cooke,Male,,,,,,"Barry, Works,SP 105/309-321",,James Barry;Horace Mann;William Lynch;Duchess of Beaufort,,"265,3169,3059,324",From the Dictionary,,
1105.1,Mr Cookson,Male,,,,,,"ASV IS 758-781,Clitherow jnl.MSS",2069,Mrs Cookson,,1105.2,Extracted from heading,,"COOKSON, MR and MRS"
1105.2,Mrs Cookson,Female,,,,,,"ASV IS 758-781,Clitherow jnl.MSS",2070,Mr Cookson,,1105.1,Extracted from heading,,"COOKSON, MR and MRS"
1106,Peter Coombes,Male,,,,,,Brown 1921,2071,,,,From the Dictionary,,
1107,William Coope,Male,,,,,,,,John Butler,,731,From the Dictionary,,
1108,Mrs Elizabeth Cooper,Female,,,,,,,,George Cumberland,,1234,From the Dictionary,,
1109,Frederick Cooper,Male,,,,,,,,George Anderson,,74,From the Dictionary,,
1110,George Cooper,Male,,,,,,ASV IS 758-781,,3rd Earl of Rosebery,,4146,From the Dictionary,,
1111,Peter Cooper,Male,,,,,,SP 92/27-32,,,,,From the Dictionary,,
1112,Richard Cooper,Male,,1764,,,,Dennistoun,"2072,2073",Robert Strange;Guthrie,,"4585,2159",From the Dictionary,,
1113,Richard Cooper,Male,1740,1814,,,Richard Cooper,"ASN CRA 1259        ,ASV IS 758-781,Farington Diary,Thorpe letters MSS","2074,2075,2076,2077,2078,2079",Sir William Hamilton;Sir James Wright;Thomas Jenkins;Thomas Merriman;Jacob More,Capt. Core,"2219,5237,2680,3286,3424",From the Dictionary,,
1114,Robert Cooper,Male,,,,,,ASN CRA 1257,,,,,From the Dictionary,,
1115,Cooper,Male,,,,,,,,Williamson,,5148,From the Dictionary,,
1116,Hon. Henry Coote,Male,1684,1720,,,3rd E.of Mountrath [I],,2080,"Charles, Viscount Castlecoote",,846,From the Dictionary,,
1117,Coote,Male,1776,1843,,,,,,"Peter, 7th Baron King",,2776,From the Dictionary,,
1118,Coote ['Mr Deen'],Male,,1796,,,,ASV IS 758-781,2081,,,,From the Dictionary,,
1119,James Cope,Male,1709,1756,,,Gen.Sir John Cope,Macnaghten,"2082,2083,2084,2085",,Gen. John Cope,,From the Dictionary,,
1120,Jonathan Cope,Male,,,,,,ASVR US XXXVII-IX,,Servant,,1120.1,From the Dictionary,,
1120.1,Servant ,Male,,,,,,,2086,Jonathan Cope,,1120,Extracted from narrative,1120,
1121,Joseph Cope,Male,,,,,,ASV IS 758-781,,,,,From the Dictionary,,
1122,Cope,Male,,,,,,"HMC Egmont,Shrewsbury Jnl.",,Thomas Frankland;Charles Browne;John Blathwayt;Duke of Shrewsbury,,"1833,642,461,4350",From the Dictionary,,
1123,John Singleton Copley,Male,1738,1815,"Boston, Mass",,,"Copley, Letters","2087,2088,2089,2090,2091,2092",James Byres;George Carter;Abbé Grant;Gavin Hamilton;Sir William Hamilton;Ralph Izard;William Parry;Joseph Wright;Alice Izard,Giulian Verplanck;Lord Grosvenor,"747,829,2065,2207,2219,2635,3747,5239,2635.1",From the Dictionary,,
1124,"Sir Lionel, 2nd Bt. Copley",Male,1767,1806,,,"Sir Joseph Copley of Sprotborough, Yorks","ASV IS 758-781,Bentham jnl.MSS,Commons 3,The Oracle","2093,2094",Sarah Bentham,,366,From the Dictionary,,
1125,Lt. Rudolph Copley,Male,,,,,,,,Dr John Bruce,,657,From the Dictionary,,
1126,Copley,Male,,,,,,"ASV IS 758-781,ASV IS 782-83",,,,,From the Dictionary,,
1127,Miss Copley,Female,,,,,,Ramsay jnl. MSS,,Mrs Hamilton;H.D. Hamilton;Mrs Knowlt;Miss Hamilton;Mr Knowlt,,"2209.1,2209,1127.2,2209.2,1127.1",From the Dictionary,,
1127.1,Mr Knowlt ,Male,,,,,,,2095,Mrs Knowlt;Miss Copley,,"1127.2,1127",Extracted from narrative,1127,
1127.2,Mrs Knowlt,Female,,,,,,,2096,Mr Knowlt;Miss Copley,,"1127.1,1127",Extracted from narrative,1127,
1128,Francis Coppin,Male,,,,,,Brown 1921,,,,,From the Dictionary,,
1129,Sir (Andrew) Corbet Corbet,Male,1752,1823,,,"Thomas Davenant of Clearbrooke, Pembridge, Herefs","ASV IS 758-781,Burl.Mag.,Forbes jnl.MSS,Mrs Flaxman jnl. MSS 2,Nollekens 1829",2097,Hester Salusbury;John Deare;Robert Fagan;Charles Grignion;George Wallis;Sir William Forbes;Prince Augustus,Carlo Labruzzi,"1129.1,1347,1652,2127,4970,1777,160",From the Dictionary,,
1129.1,Hester Salusbury,Female,,,,,,,2098,Sir Corbet;Robert Fagan,,"1129,1652",Extracted from narrative,1129,
1130,John Corbet,Male,1751,1817,,,"John Corbet of Sundorne, Salop","Clark/Bowron,Hamilton 1901,Orde jnl. MSS","2099,2100,2101,2102",Wickstead;Gavin Hamilton,"Batoni;Piranesi;Peter Leopold, Grand Duke of Tuscany 1765-1790","5108,2207",From the Dictionary,,
1131,"Sir Richard, 4th Bt. Corbet",Male,1696,1774,,,"Sir Uvedale Corbet of Longnor, Salop","AVR SA,Brown 1921,HMC Stuart,SP 93/3-6","2103,2104,2105",Anthony Twyman,,4882,From the Dictionary,,
1132,Thomas Corbett,Male,1687,1751,,,"William Corbett of Nanteos, Card.",,"2106,2107,2108",Adml. George Byng,,742,From the Dictionary,,
1133,William Corbett,Male,1675,1748,,,,"DNB,Grove 1980,SP 98/19-37","2109,2110","Francis Colman;James Stuart, the Pretender",Corelli,"1064,2648",From the Dictionary,,
1134,"John Boyle, 5th Earl of Cork and Orrery",Male,1707,1762,,,4th E. of Orrery [I],"Cork Letters,Fleming, Adam,Wal.Corr.","2111,2112,2113,2114,2115,2116,2117,2118,2119",Horace Walpole;Countess of Cork;4th Viscount Torrington;Horace Mann;Lady Lucy Boyle,Dr Samuel Johnson;William Duncombe,"4974,1134.1,4796,3169,1134.2",From the Dictionary,,
1134.1,Margaret Hamilton,Female,,,,,,,2120,"Horace Walpole;John Boyle, 5th Earl of Cork and Orrey;4th Viscount Torrington;Horace Mann;Lady Lucy Boyle",,"4974,1134,4796,3169,1134.2",Extracted from narrative,1134,
1134.2,Lady Lucy Boyle,Female,1744,1792,,,"John Boyle, 5th Earl of Cork and Orrey;Margaret Hamilton",,2121,"Countess of Cork;4th Viscount Torrington;John Boyle, 5th Earl of Cork and Orrey",,"1134.1,4796,1134",Extracted from narrative,1134,
1135,"Edward Hyde, Viscount Cornbury",Male,1691,1713,,,3rd E. of Clarendon,"ASLU OR 14,Baldwyn Letters,Brown 1921,HMC Bath,HMC Portland,SP 79/6-8,SP 92/27-32,SP 93/3-6,SP 99/57-63,Talman letters MSS,Waters jnl.MSS",2122,Dr Thomas Hobart;Hon. John Dawnay;William Leigh;John Talman;Charles Baldwyn,Giuseppe Chiari,"2449,1336,2905,4678,200",From the Dictionary,,
1136,"Henry Hyde, Viscount Cornbury",Male,1710,1753,,Paris,4th E. of Clarendon,"AVR SA,Brown 1921,Commons 1,SP 98/19-37","2123,2124,2125,2126","Patrick Darcy;Anne Darcy;Charles Radclyffe;Duchess of Buckingham;James Stuart, the Pretender",Stosch;P.L. Ghezzi,"1296,1296.1,4015,680,2648",From the Dictionary,,
1137,George Cornewall,Male,1774,1835,,,"Sir George Cornewall, 2nd Bt. of Moccas Court, Herefs",,2127,William Pitt Amherst,,72,From the Dictionary,,
1139,Matthew Cort,Male,,,,,,"Bertolotti, 2",,,,,From the Dictionary,,
1140,Lt. Lionel Cosday,Male,,,,,,ASV IS 758-781,,,,,From the Dictionary,,
1141,Richard Cosgrave,Male,,,,,,,2128,Thomas de Borgh,,1348,From the Dictionary,,
1142,Thomas Cosin,Male,,,,,,ASV IS 758-781,,,,,From the Dictionary,,
1144,John Cotes,Male,1749,1821,,,"Rev. Shirley Cotes of Woodcote, Salop, rect. of Wigan",Cotes jnl.MSS,"2129,2130,2131,2132,2133,2134,2135",James Byres;Charles Townley;Patrick Russell;Abbé Grant;Hugh Primrose Dean;Gavin Hamilton,,"747,4804,4182,2065,1346,2207",From the Dictionary,,
1145,"Francis Cottington, Baron Cottington",Male,1687,1728,,,Charles Cottington of Fonthill Gifford,Brown 1921,,John Cottington,,1145.1,From the Dictionary,,
1145.1,John Cottington,Male,,,,,Charles Cottington of Fonthill Gifford,,,"Francis Cottington, Baron Cottington",,1145,Extracted from narrative,1145,
1146,Cottington,Male,,1758,,,"Francis, B. Cottington [J]",SP 98/19-37,,,,,From the Dictionary,,
1147,Charles Frederick Cotton,Male,,,,,,ASN CRA 1259,,,,,From the Dictionary,,
1148,Henry Cotton,Male,,,,,,"ASV IS 758-781,AVR SA,Gazz.Tosc.",,Mr Dickton;Mr Preston;Henry Fothergill;Horun/Orne,,"1388,3973,1809,2527",From the Dictionary,,
1149,John Cotton,Male,,,,,,"AVR SA,Brown 1921,Shrewsbury Jnl.",,Peter Redmaine;Duke of Shrewsbury;Webb;Francis St John,,"4052,4350,5039,4210",From the Dictionary,,
1150,John Cotton,Male,,,,,,"Brown 1921,Hughan",,John Forbes;Ernest Leslie;Thomas Ogilvy,,"1770,2922,3644",From the Dictionary,,
1151,John Hynde Cotton,Male,1717,1795,,,"Sir John Hynde Cotton of Madingley, Cambs","Coutts ledgers,Pomfret jnl. MSS,SP 98/39-46,Spence Letters,Wal.Corr.","2136,2137,2138,2139,2140,2141,2142",Henry Vernon;Lady Pomfret;Horace Mann;Coutts;Walpole,,"4918,3919.1,3169,1160,4974",From the Dictionary,,
